request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available. Balance today is IDR 90,172,322.14; the lowest projected balance is IDR 35,239,964.77 on 18 May 2024."
request_242,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected. Balance today is EUR 1,037.40; even without this payment the lowest projected balance is EUR -1,109.30 on 3 November 2025."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days. Balance today is ZAR 47,470.40; the lowest projected balance is ZAR 24,599.21 on 12 July 2026."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days. Balance today is ZAR 126,279.20; the lowest projected balance is ZAR 59,151.50 on 14 June 2024."
request_245,36048.86,affordable_later,wait,2025-12-15:128500,2025-12-15,none,"Pay INR 128,500 in full on 15 December 2025. Paying earlier would take the balance below the INR 94,600 minimum. At most INR 36,048.86 is safe to pay today from a balance of INR 160,360."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available. Balance today is ZAR 201,692.06; the lowest projected balance is ZAR 49,308.14 on 2 July 2026."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days. Balance today is EUR 2,819.20; the lowest projected balance is EUR 1,461.92 on 14 September 2024."
request_248,963.56,affordable_with_plan,partial_payment,2025-02-07:963.56|2025-04-15:1002.04,2025-04-15,none,"Pay USD 963.56 today and the remaining USD 1,002.04 on 15 April 2025. This completes the full request and keeps the USD 1,300 minimum protected. Balance today is USD 2,807.36; the lowest projected balance is USD 1,300.01 on 14 February 2025."
request_249,181.11,not_affordable,not_recommended,none,,none,Do not make this payment by 15 March 2026. None of the available options keeps the USD 600 minimum protected. Balance today is USD 942.40; even without this payment the lowest projected balance is USD 781.12 on 14 January 2026.
request_250,17762.28,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 124,278 request. Although ZAR 17,762.28 is available today, the full amount cannot be completed safely within 90 days. Balance today is ZAR 64,120; even without this payment the lowest projected balance is ZAR 53,062.28 on 12 December 2024."
request_251,457.67,not_affordable,not_recommended,none,,none,"Do not make this payment by 6 June 2025. None of the available options keeps the EUR 1,300 minimum protected. Balance today is EUR 4,648.55; even without this payment the lowest projected balance is EUR 1,757.68 on 1 August 2025."
request_252,5719759.63,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Pay IDR 28,082,000 in full on 15 August 2026. Paying earlier would take the balance below the IDR 15,152,200 minimum. At most IDR 5,719,759.63 is safe to pay today from a balance of IDR 25,250,700."
request_253,1447.92,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,300 available. Balance today is EUR 4,635.57; the lowest projected balance is EUR 2,905.12 on 14 May 2024."
request_254,824.45,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,"Pay USD 3,535.20 in full on 15 September 2025. Paying earlier would take the balance below the USD 2,500 minimum. At most USD 824.45 is safe to pay today from a balance of USD 4,259.60."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days. Balance today is IDR 38,518,150; the lowest projected balance is IDR 32,697,653.66 on 14 April 2026."
request_256,165044.23,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available. Balance today is INR 394,983.28; the lowest projected balance is INR 251,540.02 on 14 August 2024."
request_257,557.62,affordable_later,wait,2025-12-15:1352.40,2025-12-15,none,"Pay USD 1,352.40 in full on 15 December 2025. Paying earlier would take the balance below the USD 1,600 minimum. At most USD 557.62 is safe to pay today from a balance of USD 2,685.20."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days. Balance today is USD 2,603.68; the lowest projected balance is USD 1,303.33 on 14 January 2026."
request_259,248.96,affordable_later,wait,2024-10-15:935,2024-10-15,none,"Pay EUR 935 in full on 15 October 2024. Paying earlier would take the balance below the EUR 600 minimum. At most EUR 248.96 is safe to pay today from a balance of EUR 1,269.30."
request_260,8607880.26,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,079,000 request. Although IDR 8,607,880.26 is available today, the full amount cannot be completed safely within 90 days. Balance today is IDR 35,787,100; even without this payment the lowest projected balance is IDR 29,335,580.26 on 14 February 2025."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days. Balance today is EUR 4,718.96; the lowest projected balance is EUR 2,055.84 on 10 July 2026."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days. Balance today is IDR 88,406,100; the lowest projected balance is IDR 59,025,104.22 on 14 December 2024."
request_263,8185.65,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546 request. Although ZAR 8,185.65 is available today, the full amount cannot be completed safely within 90 days. Balance today is ZAR 38,818; even without this payment the lowest projected balance is ZAR 32,285.66 on 14 May 2025."
request_264,22478.40,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Pay INR 111,300 in full on 15 June 2026. Paying earlier would take the balance below the INR 59,500 minimum. At most INR 22,478.40 is safe to pay today from a balance of INR 104,375."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days. Balance today is INR 786,105; the lowest projected balance is INR 192,414.46 on 4 June 2024."
request_266,764.18,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900 available. Balance today is EUR 2,354.92; the lowest projected balance is EUR 1,014.46 on 14 October 2025."
request_267,1765.08,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1,500 available. Balance today is EUR 3,648.98; the lowest projected balance is EUR 2,482.47 on 14 March 2026."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available. Balance today is EUR 2,912.52; the lowest projected balance is EUR 1,693.30 on 14 June 2024."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23,100 minimum protected. Balance today is ZAR 45,307.90; even without this payment the lowest projected balance is ZAR -34,038.59 on 2 February 2026."
request_270,255.68,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 August 2026. None of the available options keeps the USD 1,400 minimum protected. Balance today is USD 1,935.40; even without this payment the lowest projected balance is USD 1,655.68 on 11 July 2026."
request_271,19423.55,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Pay INR 91,300 in full on 15 November 2024. Paying earlier would take the balance below the INR 58,200 minimum. At most INR 19,423.55 is safe to pay today from a balance of INR 142,960."
request_272,6128654.63,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available. Balance today is IDR 16,324,524; the lowest projected balance is IDR 8,927,787.96 on 13 February 2025."
request_273,9781599.46,affordable_with_plan,partial_payment,2026-04-07:9781599.46|2026-04-15:6079400.54,2026-04-15,none,"Pay IDR 9,781,599.46 today and the remaining IDR 6,079,400.54 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected. Balance today is IDR 32,146,800; the lowest projected balance is IDR 18,774,600.01 on 14 April 2026."
request_274,2507.09,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 4 December 2024. This leaves at least EUR 1,800 available. Balance today is EUR 4,847.31; the lowest projected balance is EUR 3,366.34 on 14 December 2024."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days. Balance today is IDR 37,206,450; the lowest projected balance is IDR 15,519,099.28 on 14 May 2025."
